시설명,카테고리1,카테고리2,위도,경도
서울남산국악당,전시/공연,영화/연극/공연,37.55954227,126.994739
서울놀이마당,전시/공연,전시/기념관,37.50936664,127.098198
서울대공원,문화관광/명소,관광지,37.42437029,127.021136
서울대공원국립현대미술관,전시/공연,전시/기념관,37.43100343,127.01993
서울대공원식물원,문화관광/명소,관광지,37.4261821,127.022857
서울대공원야구장,레저/체육/공원,대형체육시설,37.4319751,127.007246
서울대학교미술관,전시/공연,전시/기념관,37.46803806,126.959294
서울대학교병원의학박물관,전시/공연,전시/기념관,37.58045239,126.997196
서울대학교수원수목원,문화관광/명소,관광지,37.2636542,126.982642
서울도시건축센터,전시/공연,전시/기념관,37.56853308,126.968747
서울도시건축전시관,전시/공연,전시/기념관,37.56688375,126.976702
서울도시재생이야기관,전시/공연,전시/기념관,37.56917079,126.968714
서울돈화문국악당,전시/공연,영화/연극/공연,37.57727785,126.990671
서울랜드,문화관광/명소,관광지,37.43383165,127.018691
서울랜드라바눈썰매장,레저/체육/공원,대형레저시설,37.43654743,127.024045
서울랜드베니스무대,전시/공연,영화/연극/공연,37.43654743,127.024045
서울랜드삼천리대극장,전시/공연,영화/연극/공연,37.43523805,127.019267
서울로7017,레저/체육/공원,공원,37.557546,126.976608
서울로미디어캔버스,전시/공연,전시/기념관,37.55663319,126.968148
서울리빙디자인페어,전시/공연,전시/기념관,37.51182391,127.059159
서울마리나,레저/체육/공원,대형레저시설,37.53481462,126.911584
서울머니쇼,전시/공연,전시/기념관,37.51182391,127.059159
서울메트로미술관,전시/공연,전시/기념관,37.57603202,126.973347
서울무용센터,전시/공연,영화/연극/공연,37.58322816,126.927739
서울무형문화재,전시/공연,전시/기념관,37.57876715,126.985743
서울무형문화재교육전시장,전시/공연,전시/기념관,37.57693514,126.991105
서울문화예술대학교,전시/공연,영화/연극/공연,37.58034485,127.004258
서울뮤직홀,전시/공연,영화/연극/공연,37.60461491,126.963838
서울바이크쇼,전시/공연,전시/기념관,37.66893348,126.745803
서울사진미술관(2023년12월예정),전시/공연,전시/기념관,37.65552277,127.048958
서울새활용플라자,전시/공연,영화/연극/공연,37.55868506,127.057851
서울생활사박물관,전시/공연,전시/기념관,37.62017392,127.076936
서울숲,레저/체육/공원,공원,37.54546216,127.03933
서울숲공원가족마당,전시/공연,영화/연극/공연,37.54546216,127.03933
서울숲수도박물관,전시/공연,전시/기념관,37.53982701,127.042263
서울숲유아숲체험장,문화관광/명소,관광지,37.54307015,127.041799
서울스윙아트홀,전시/공연,영화/연극/공연,37.55918855,126.920883
서울스크린티업,레저/체육/공원,대형체육시설,36.97692043,127.523174
서울스포츠과학관,전시/공연,전시/기념관,37.59269721,127.073026
서울시네마테크,문화관광/명소,관광지,37.5641882,126.99211
서울시립과학관,전시/공연,전시/기념관,37.64199411,127.077437
서울시립남서울미술관,전시/공연,전시/기념관,37.47605354,126.979466
서울시립대학교박물관 ,전시/공연,전시/기념관,37.58257758,127.059988
서울시립미술관,전시/공연,전시/기념관,37.56410607,126.973699
서울시립북서울미술관,전시/공연,전시/기념관,37.64066045,127.066866
서울시종합자료관,전시/공연,전시/기념관,37.56455419,126.975614
서울시창작공간잠실창작스튜디오,전시/공연,영화/연극/공연,37.51619968,127.07594
서울시청신청사다목적홀,전시/공연,영화/연극/공연,37.56631742,126.977829
서울시티필하모닉오케스트라,전시/공연,영화/연극/공연,37.51311015,127.059758
서울식물원,문화관광/명소,관광지,37.57224441,126.832843
서울아레나(2024년1월예정),전시/공연,영화/연극/공연,37.65640904,127.05196
서울암사동유적전시관,전시/공연,전시/기념관,37.55985237,127.130833
서울애니메이션센터,전시/공연,영화/연극/공연,37.5598231,126.983074
서울약령시한의약박물관,전시/공연,전시/기념관,37.58060041,127.037587
서울에너지드림센터,전시/공연,전시/기념관,37.56311306,126.891465
서울여자대학교박물관,전시/공연,전시/기념관,37.62878266,127.088992
서울역문화관,전시/공연,영화/연극/공연,37.55472785,126.969526
서울역사박물관,전시/공연,전시/기념관,37.57049685,126.971075
서울역오픈콘서트홀,전시/공연,영화/연극/공연,37.55472785,126.969526
서울연극센터,전시/공연,영화/연극/공연,37.5842156,126.999662
서울연극센터(2022년11월예정),전시/공연,영화/연극/공연,37.58338956,127.001322
서울옥션,전시/공연,전시/기념관,35.16006631,129.163128
서울요트협동조합,레저/체육/공원,대형레저시설,37.53481462,126.911584
서울우리소리박물관,전시/공연,전시/기념관,37.57715793,126.989622
서울월드컵경기장,레저/체육/공원,대형체육시설,37.56828845,126.897273
서울월드컵경기장보조경기장,레저/체육/공원,대형체육시설,37.5714878,126.898431
서울웨딩페어웨딩박람회,전시/공연,전시/기념관,37.50759108,127.060579
서울주문화센터,전시/공연,영화/연극/공연,35.56120483,129.131381
서울창포원,문화관광/명소,관광지,37.68953917,127.047162
서울캐릭터앤라이선싱페어,전시/공연,전시/기념관,37.51182391,127.059159
서울통합수장고(2023년12월예정),전시/공연,전시/기념관,37.47718794,128.03845
서울특별시과학전시관,전시/공연,전시/기념관,37.49632442,126.886254
서울특별시교육청과학전시관,전시/공연,전시/기념관,37.46881648,126.959411
서울특별시산악문화체험센터,전시/공연,전시/기념관,37.56937581,126.879942
서울특별시청서소문청사서울특별시종합자료관,전시/공연,전시/기념관,37.56455419,126.975614
서울특별시청시민청,전시/공연,영화/연극/공연,37.56631742,126.977829
서울패션아트홀,전시/공연,영화/연극/공연,37.56726556,127.012111
서울퍼포밍아트홀,전시/공연,영화/연극/공연,37.54990609,126.945534
서울풍물시장전통문화체험관,문화관광/명소,관광지,37.5731997,127.025619
서울하수도과학관,전시/공연,전시/기념관,37.5604667,127.060365
서울한양도성,문화관광/명소,명승지,37.59557848,126.985552
서울혁신센터,전시/공연,영화/연극/공연,37.60940705,126.934954
서울혁신파크,전시/공연,영화/연극/공연,37.60940705,126.934954
서울호서곤충과학관,전시/공연,전시/기념관,37.84354683,126.803375
서울YMCA고양국제청소년문화센터,전시/공연,영화/연극/공연,37.67750151,126.791356
서원곡유원지,문화관광/명소,관광지,35.20914236,128.553414
서원구청청주아트홀,전시/공연,영화/연극/공연,36.6369326,127.46946
서원밸리CC,레저/체육/공원,대형레저시설,37.8157491,126.895247
서원힐스CC,레저/체육/공원,대형레저시설,37.8157491,126.895247
서재필기념관,전시/공연,전시/기념관,34.95800222,127.195634
서전주프렌즈스크린,레저/체육/공원,대형체육시설,35.82222946,127.088283
서종문화체육공원,레저/체육/공원,공원,37.59247204,127.348212
서창운동장,레저/체육/공원,대형체육시설,35.41161583,129.182295
서창퍼블릭골프클럽,레저/체육/공원,대형레저시설,37.36241034,127.16464
서천군미디어문화센터,전시/공연,영화/연극/공연,36.01331622,126.69414
서천남산성,문화관광/명소,명승지,36.06507644,126.685177
서천문예의전당,전시/공연,영화/연극/공연,36.07636523,126.698368
서천복합문화공간,전시/공연,영화/연극/공연,36.01292029,126.695337
서천시민야구장,레저/체육/공원,대형체육시설,35.83187217,129.201194
서천아르코공연연습센터,전시/공연,영화/연극/공연,36.01668736,126.684541
서천장암진성,문화관광/명소,명승지,36.01313915,126.674361
서천종합운동장,레저/체육/공원,대형체육시설,36.05880948,126.661318
서천치유의숲치유센터,문화관광/명소,관광지,36.11490497,126.659962
서초문화원,전시/공연,영화/연극/공연,37.48182784,127.035957
서초수학박물관,전시/공연,전시/기념관,37.4888091,127.019039
서초아트센터,전시/공연,영화/연극/공연,37.48702693,127.022
서초전통예술원,전시/공연,영화/연극/공연,37.48430827,127.021788
서촌공간서로,전시/공연,영화/연극/공연,37.58159654,126.967857
서탄야구장,레저/체육/공원,대형체육시설,37.10057905,127.037669
서틀러다육식물원,문화관광/명소,관광지,34.75273243,127.612367
서편제보성소리전수관,전시/공연,전시/기념관,34.77375425,127.094085
서편제판소리테마파크,문화관광/명소,관광지,34.67911554,127.069406
서포리해수욕장,문화관광/명소,관광지,37.23219887,126.110366
서프라이즈테마파크,문화관광/명소,관광지,33.46517952,126.6596
서학동사진관,전시/공연,전시/기념관,35.80919173,127.151246
서학예술극장,전시/공연,영화/연극/공연,35.80245943,127.148182
서해,레저/체육/공원,대형체육시설,37.35188488,126.720989
서해대교홍보관,전시/공연,전시/기념관,36.94616871,126.806814
서해랑제부도해상케이블카,문화관광/명소,관광지,37.18391009,126.650098
서해미술관,전시/공연,전시/기념관,36.63887544,126.377476
서현저수지생태수변공원(2023년예정),레저/체육/공원,공원,37.3850543,127.141643
서호도예,전시/공연,전시/기념관,35.51047886,128.857893
서호미술관,전시/공연,전시/기념관,37.63270861,127.35151
서호수상레져,레저/체육/공원,대형레저시설,37.70884384,127.44722
서후리숲,문화관광/명소,관광지,37.56268972,127.429166
서희테마파크,문화관광/명소,관광지,37.27691495,127.481982
석남어울림센터(2023년12월예정),전시/공연,영화/연극/공연,37.51067996,126.674328
석당미술관,전시/공연,전시/기념관,35.103741,129.019415
석림수목원,문화관광/명소,관광지,34.65213655,127.760978
석면안전홍보관,전시/공연,전시/기념관,37.48061162,126.752883
석모도만남의광장,문화관광/명소,관광지,37.69465868,126.350076
석모도자연휴양림,문화관광/명소,관광지,37.69421153,126.323549
석문공원축구장,레저/체육/공원,대형체육시설,37.00476383,126.596129
석박물관,전시/공연,전시/기념관,37.18310527,126.693873
석보차박물관,전시/공연,전시/기념관,37.78956986,126.69542
석봉도자기미술관,전시/공연,전시/기념관,38.19795098,128.582563
석산생태농원,문화관광/명소,관광지,36.18911782,128.8601
석송목장,문화관광/명소,관광지,36.49276696,126.95518
석수체육공원야구장,레저/체육/공원,대형체육시설,37.4222192,126.902745
석은미술문화재단,전시/공연,전시/기념관,37.59824682,126.985995
석장리미술관,전시/공연,전시/기념관,38.05396568,126.917642
석장리박물관,전시/공연,전시/기념관,36.44795203,127.187588
석정문학관,전시/공연,전시/기념관,35.73991758,126.735381
석정힐CC,레저/체육/공원,대형레저시설,35.4300774,126.741628
석창원,문화관광/명소,관광지,37.5366644,127.318335
석촌호수아뜰리에,전시/공연,영화/연극/공연,37.50677711,127.098244
석화촌휴양림,문화관광/명소,관광지,37.65265343,127.19024
선감 어촌체험마을,전시/공연,전시/기념관,37.22057181,126.629912
선갤러리,전시/공연,전시/기념관,37.57292267,126.985722
선교문화회관,전시/공연,영화/연극/공연,37.4705382,126.668763
선교역사기념관,전시/공연,전시/기념관,37.52094131,126.732111
선남골프장(2024년7월예정),레저/체육/공원,대형레저시설,35.91352945,128.364099
선녀골유원지,문화관광/명소,관광지,36.04643423,127.34301
선녀바위해수욕장,문화관광/명소,관광지,37.4479935,126.384467
선녀와나무꾼테마공원,문화관광/명소,관광지,33.47962079,126.702685
선농단역사문화관,전시/공연,전시/기념관,37.58118377,127.031889
선도산성,문화관광/명소,명승지,35.83162247,129.180245
선돌극장,전시/공연,영화/연극/공연,37.58681262,126.999765
선동둔치축구장,레저/체육/공원,대형체육시설,37.58017025,127.180564
선동야구장,레저/체육/공원,대형체육시설,37.58241324,127.186668
선동잔디구장,레저/체육/공원,대형체육시설,35.26892769,129.11509
선리치골프클럽,레저/체육/공원,대형레저시설,35.94755008,129.208154
선문대학교아산캠퍼스박물관,전시/공연,전시/기념관,36.80104126,127.075733
선뮤지엄용인,전시/공연,전시/기념관,37.278531,127.23086
선뮤지엄일산,전시/공연,전시/기념관,37.66378321,126.767919
선바위미술관,전시/공연,전시/기념관,37.45177261,126.999303
선봉대체력단련장,레저/체육/공원,대형레저시설,37.24615951,127.185437
선부광장,레저/체육/공원,공원,37.33392828,126.810996
선비마을2단지아파트문화회관,전시/공연,영화/연극/공연,36.36919701,127.438885
선비세상,문화관광/명소,관광지,36.93509979,128.587107
선사유적박물관,전시/공연,전시/기념관,37.02641914,127.961865
선사주거지,전시/공연,전시/기념관,34.75122156,126.583703
선산농촌체험관광마을,문화관광/명소,관광지,35.38453302,126.548957
선산문화의집,전시/공연,영화/연극/공연,36.24299211,128.300178
선산문화회관,전시/공연,영화/연극/공연,36.2438591,128.304116
선샤인랜드,문화관광/명소,관광지,36.10195189,127.105998
선성현문화단지,문화관광/명소,관광지,36.69825403,128.814649
선수포구,문화관광/명소,관광지,37.64090718,126.391224
선시골,문화관광/명소,관광지,36.74952355,129.329782
선암사성보박물관,전시/공연,전시/기념관,34.99618213,127.327356
선암사전통차체험관,전시/공연,전시/기념관,34.99618213,127.327356
선암산성,문화관광/명소,명승지,35.04865739,127.72606
선암자연휴양림(2023년1월예정),문화관광/명소,관광지,35.76522072,127.040922
선암호수공원,레저/체육/공원,공원,35.51722436,129.325645
선운산도립공원,레저/체육/공원,공원,35.49795969,126.570187
선운초서문화관,전시/공연,전시/기념관,35.5024807,126.586168
선월풋살구장,레저/체육/공원,대형체육시설,34.90908367,127.555996
선유도공원,레저/체육/공원,공원,37.54238323,126.901819
선유도해수욕장,문화관광/명소,관광지,35.82744151,126.410524
선유동계곡야영장,문화관광/명소,관광지,36.67958396,127.867867
선이인터내셔날,전시/공연,전시/기념관,37.79113136,126.698944
선장축구장,레저/체육/공원,대형체육시설,36.77801975,126.869791
선재미술관,전시/공연,전시/기념관,35.80921267,127.151724
선학경기장선학터월드,레저/체육/공원,대형레저시설,37.43075584,126.701798
선학경기장선학파크골프장,레저/체육/공원,대형레저시설,37.43075584,126.701798
선학국제빙상경기장,레저/체육/공원,대형체육시설,37.43075584,126.701798
선화기독교미술관,전시/공연,전시/기념관,36.35286316,127.357942
설갤러리,전시/공연,전시/기념관,37.58257006,127.329451
설계리농요전수관,전시/공연,전시/기념관,36.18740671,127.780052
설레미해수욕장,문화관광/명소,관광지,34.95861592,126.135826
설렘아트홀,전시/공연,영화/연극/공연,37.54704913,127.072382
설록다원강진,문화관광/명소,관광지,34.74414574,126.703611
설리해수욕장,문화관광/명소,관광지,34.750486,128.042852
설맞이명절선물전,전시/공연,전시/기념관,37.51182391,127.059159
설매재자연휴양림,문화관광/명소,관광지,37.55686153,127.509357
설문대여성문화센터,전시/공연,영화/연극/공연,33.48439696,126.500371
설미재미술관,전시/공연,전시/기념관,37.66088468,127.482238
설민민화박물관,전시/공연,전시/기념관,37.18930594,127.277059
설봉공원,레저/체육/공원,공원,37.27619039,127.42603
설봉도예전시관,전시/공연,전시/기념관,37.30315575,127.647677
설성산성,문화관광/명소,명승지,37.14522515,127.556433
설악산국립공원,레저/체육/공원,공원,38.13263165,128.464964
설악산산림수련관,전시/공연,전시/기념관,38.22027515,128.410106
설악산자생식물원,문화관광/명소,관광지,38.19689567,128.524053
설악썬밸리CC,레저/체육/공원,대형레저시설,38.31613191,128.511578
설악해수욕장,문화관광/명소,관광지,38.12857745,128.611457
설앤컴퍼니,전시/공연,영화/연극/공연,37.51134263,127.028818
설예원,전시/공연,전시/기념관,35.81662781,127.1532
설지미술관,전시/공연,전시/기념관,37.24603048,127.492364
설해원골든비치CC,레저/체육/공원,대형레저시설,38.05558479,128.664155
설화문학관,전시/공연,영화/연극/공연,36.79986765,127.03057
설화문학실,전시/공연,전시/기념관,34.62782423,127.324471
섬강유원지,문화관광/명소,관광지,37.49645509,127.982989
섬달아트센터,전시/공연,영화/연극/공연,34.89171599,128.654112
섬유센터이벤트홀,전시/공연,영화/연극/공연,37.50759108,127.060579
섬이정원,문화관광/명소,관광지,34.75226078,127.860652
섬진강기차마을,문화관광/명소,관광지,35.27753157,127.308287
섬진강기차마을증기기관차,문화관광/명소,관광지,35.27753157,127.308287
섬진강대나무숲길,문화관광/명소,관광지,35.18630767,127.465293
섬진강댐물문화관,전시/공연,전시/기념관,35.60638449,127.110084
섬진강도깨비마을,전시/공연,전시/기념관,35.25424902,127.363209
섬진강문화학교,전시/공연,전시/기념관,35.14821768,127.360368
섬진강미술관,전시/공연,전시/기념관,35.42634164,127.218911
섬진강생태공원,레저/체육/공원,공원,35.31133295,127.292894
섬진강야구장,레저/체육/공원,대형체육시설,35.72259614,127.302524
섬진강어류생태관,전시/공연,전시/기념관,35.18745224,127.546523
섬진강천적곤충관,전시/공연,전시/기념관,35.28116984,127.306719
섬진아트홀,전시/공연,영화/연극/공연,35.20659381,127.469996
섭새강변유원지,문화관광/명소,관광지,37.23147882,128.518206
섭지코지,문화관광/명소,관광지,33.42604238,126.926443
섭지코지,문화관광/명소,관광지,33.42363346,126.929731
섭지코지전망대,문화관광/명소,관광지,33.42604238,126.926443
성경전래지기념관,전시/공연,전시/기념관,36.13145544,126.500456
성곡미술관,전시/공연,전시/기념관,37.57351051,126.969704
성균관대야구장,레저/체육/공원,대형체육시설,37.67920106,127.047211
성균관대학교박물관,전시/공연,전시/기념관,37.58722841,126.993115
성균소극장,전시/공연,영화/연극/공연,37.5841854,126.997947
성기동국민관광지,문화관광/명소,관광지,34.75653038,126.629121
성기동국민관광지왕인박사기념관,전시/공연,전시/기념관,34.75653038,126.629121
성남고령친화종합체험관,전시/공연,전시/기념관,37.41068957,127.142949
성남모란야구장,레저/체육/공원,대형체육시설,37.42401396,127.119267
성남문화의집,전시/공연,영화/연극/공연,37.43905043,127.140849
성남백현야구장,레저/체육/공원,대형체육시설,37.38040457,127.109779
성남시 식물원,문화관광/명소,관광지,37.45298723,127.167817
성남시립박물관(2025년예정),전시/공연,전시/기념관,37.44591736,127.153761
성남시립식물원은행자연관찰원,문화관광/명소,관광지,37.45298723,127.167817
성남시민속공예전시장,전시/공연,전시/기념관,37.46397142,127.172106
성남아트리움,전시/공연,영화/연극/공연,37.44498456,127.139058
성남아트센터,전시/공연,영화/연극/공연,37.40295657,127.13056
성남아트센터미디어홀,전시/공연,영화/연극/공연,37.40094134,127.13065
성남종합운동장,레저/체육/공원,대형체육시설,37.43179484,127.139465
성남종합운동장눈썰매장,레저/체육/공원,대형레저시설,37.43179484,127.139465
성남종합운동장보조경기장,레저/체육/공원,대형체육시설,37.43179484,127.139465
성남종합운동장주경기장,레저/체육/공원,대형체육시설,37.43179484,127.139465
성남종합운동장축구장,레저/체육/공원,대형체육시설,37.43179484,127.139465
성남종합운동장하키장,레저/체육/공원,대형체육시설,37.43179484,127.139465
성남FC클럽하우스,레저/체육/공원,대형체육시설,37.37749934,127.103847
성남GC,레저/체육/공원,대형레저시설,37.47876394,127.157694
성내유수지생태공원,문화관광/명소,관광지,37.52640008,127.119708
성당포구금강체험관,문화관광/명소,관광지,36.13071761,126.921351
성라자로마을50주년기념관,전시/공연,전시/기념관,37.36303567,126.97408
성림가구전시장,전시/공연,전시/기념관,37.65333632,127.28519
성마루미술관,전시/공연,전시/기념관,36.96136388,127.838825
성묘산성,문화관광/명소,명승지,34.79914668,126.659626
성문안컨트리클럽,레저/체육/공원,대형레저시설,37.39451867,127.834946
성미산마을극장,전시/공연,영화/연극/공연,37.55948054,126.909919
성미산성,문화관광/명소,명승지,35.68303667,127.283417
성보박물관,전시/공연,전시/기념관,35.48999094,128.585095
성보박물관,전시/공연,전시/기념관,34.75337646,126.662513
성북구립미술관,전시/공연,전시/기념관,37.5948372,126.994887
성북구립최만린미술관,전시/공연,전시/기념관,37.61065979,127.004288
성북마을극장,전시/공연,영화/연극/공연,37.59164697,127.017351
성북산림욕장,문화관광/명소,관광지,36.31625959,127.282125
성북생활체육공설운동장,레저/체육/공원,대형체육시설,37.6086202,127.042284
성북선잠박물관,전시/공연,전시/기념관,37.5932329,126.99822
성북예술창작터,전시/공연,영화/연극/공연,37.59005225,127.004123
성북전시관,전시/공연,전시/기념관,37.59446244,126.996239
성분도복지관운동장,레저/체육/공원,대형체육시설,37.31603855,127.349054
성불산산림휴양단지,문화관광/명소,관광지,36.80743825,127.849218
성불산자연휴양림,문화관광/명소,관광지,36.80624094,127.855911
성산석물납골전시장,전시/공연,전시/기념관,35.91878935,128.304094
성산수족관,문화관광/명소,관광지,35.13967625,126.894603
성산아트홀,전시/공연,영화/연극/공연,35.22938715,128.683119
성산아트홀대공연장,전시/공연,영화/연극/공연,35.22938715,128.683119
성산일출문화의집,전시/공연,영화/연극/공연,33.45527356,126.912297
성산일출봉,문화관광/명소,관광지,33.45840974,126.942497
성산패총향토유물전시관,전시/공연,전시/기념관,35.20793133,128.679274
성산포조가비박물관,전시/공연,전시/기념관,33.47759559,126.908296
성산효교육문화원,전시/공연,영화/연극/공연,37.42594868,126.656091
성서체육공원,레저/체육/공원,공원,35.83175283,128.495525
성서체육공원성서운동장,레저/체육/공원,대형체육시설,35.86156411,128.505853
성서학도서관,전시/공연,전시/기념관,37.24194689,127.105947
성수메이커스페이스,전시/공연,영화/연극/공연,37.54392181,127.061316
성수미술관,전시/공연,전시/기념관,37.38510223,127.122703
성수미술관,전시/공연,전시/기념관,37.20067326,127.097923
성수미술관,전시/공연,전시/기념관,37.51375196,127.104447
성수산자연휴양림,문화관광/명소,관광지,35.63821425,127.403124
성수산자연휴양림성수산눈썰매장,레저/체육/공원,대형레저시설,35.63743433,127.405337
성수소극장,전시/공연,영화/연극/공연,37.53666546,127.058408
성수수제화희망플랫폼,전시/공연,전시/기념관,37.54648711,127.050729
성수아트홀,전시/공연,영화/연극/공연,37.54542883,127.046948
성수연방,전시/공연,영화/연극/공연,37.54140761,127.056908
성시몬문화원,전시/공연,영화/연극/공연,37.54129517,127.20439
성신여자대학교박물관,전시/공연,전시/기념관,37.591652,127.022146
성신여자대학교정원박광훈복식박물관,전시/공연,전시/기념관,37.632038,127.027124
성안미술관,전시/공연,전시/기념관,33.48110387,126.54161
성암미술관,전시/공연,전시/기념관,36.35367969,127.348841
성암아트센터,전시/공연,영화/연극/공연,37.51105342,127.043021
성암야구장,레저/체육/공원,대형체육시설,35.47517193,129.353707
성옥기념관,전시/공연,전시/기념관,34.78698576,126.379865
성운베이스볼파크,레저/체육/공원,대형체육시설,36.17624459,127.484757
성웅이순신가전수관,전시/공연,전시/기념관,34.74167367,127.73995
성원아트홀,전시/공연,영화/연극/공연,35.08116156,128.903283
성음아트센터,전시/공연,영화/연극/공연,37.38503586,127.110998
성읍무형문화재전수관,전시/공연,전시/기념관,33.38451064,126.800377
성재문화원,전시/공연,영화/연극/공연,35.2212897,129.085577
성재전통건축자료관,전시/공연,전시/기념관,37.58025143,126.988007
성주동체육공원,레저/체육/공원,대형체육시설,35.18399071,128.69721
성주문화예술회관,전시/공연,영화/연극/공연,35.91837543,128.301296
성주봉자연휴양림,문화관광/명소,관광지,36.53359755,128.040758
성주산자연휴양림,문화관광/명소,관광지,36.33294323,126.66402
성주성산동고분군전시관,전시/공연,전시/기념관,35.90667894,128.298339
성주추억박물관,전시/공연,전시/기념관,35.88664812,128.188268
성지박물관,전시/공연,전시/기념관,37.22754547,127.63857
성진마린,레저/체육/공원,대형레저시설,35.16108299,128.937516
성창순판소리예술관,전시/공연,전시/기념관,34.68025796,127.070138
성철스님기념관,전시/공연,전시/기념관,35.27871469,127.968558
성촌해수욕장,문화관광/명소,관광지,34.61307369,125.843272
성치산성,문화관광/명소,명승지,36.43554066,127.484831
성치산성,문화관광/명소,명승지,34.79157903,125.989057
성터,문화관광/명소,명승지,36.91140129,127.358825
성터,문화관광/명소,관광지,36.81316756,128.090938
성포예술광장,전시/공연,영화/연극/공연,37.32752719,126.844963
성호기념관,전시/공연,전시/기념관,37.31507523,126.859577
성황산성,문화관광/명소,명승지,35.6257227,126.770103
성흥산성산림욕장,문화관광/명소,관광지,36.19462638,126.899855
세계골프역사박물관,전시/공연,전시/기념관,37.50809527,127.062
세계광물보석박물관,전시/공연,전시/기념관,37.7913055,126.695467
세계그린팩토리녹색기술전시회,전시/공연,전시/기념관,37.66893348,126.745803
세계기독교박물관,전시/공연,전시/기념관,37.20706488,128.019919
세계꽃식물원,전시/공연,영화/연극/공연,36.75127986,126.859461
세계문학박물관,전시/공연,전시/기념관,37.7263306,126.694269
세계물포럼기념센터,전시/공연,전시/기념관,36.58111892,128.776028
세계민속악기박물관,전시/공연,전시/기념관,37.19057293,128.407484
세계민속악기박물관,전시/공연,전시/기념관,37.78950759,126.699378
세계술박물관,전시/공연,전시/기념관,33.35397099,126.817593
세계에너지절약엑스포,전시/공연,전시/기념관,37.66893348,126.745803
세계원자력및방사선엑스포,전시/공연,전시/기념관,37.66893348,126.745803
세계인형박물관,전시/공연,전시/기념관,37.78685804,126.702108
세계자동차&피아노박물관,전시/공연,전시/기념관,33.28294238,126.34901
세계자연유산센터,전시/공연,전시/기념관,33.45691987,126.714752
세계자전거박람회2011,전시/공연,전시/기념관,37.66893348,126.745803
세계장신구박물관,전시/공연,전시/기념관,37.5809772,126.981806
세계저울박물관,전시/공연,전시/기념관,37.72922013,128.874165
세계조가비박물관,전시/공연,전시/기념관,33.24744266,126.55163
세계조개박물관,전시/공연,전시/기념관,34.87758959,125.996456
세계차나무식물관,전시/공연,전시/기념관,34.72038187,127.082489
세계카메라영화박물관,전시/공연,전시/기념관,35.15236368,126.924052
세계태양에너지엑스포,전시/공연,전시/기념관,37.66893348,126.745803
세계테마전시관,전시/공연,전시/기념관,37.73357906,126.515997
세계평화의종,문화관광/명소,관광지,38.21285867,127.846062
세계평화의종공원,문화관광/명소,관광지,38.21029421,127.85383
세계화석광물박물관,전시/공연,전시/기념관,34.71624789,126.16914
세교아트홀,전시/공연,영화/연극/공연,36.99895596,127.0809
세교GDR아카데미,레저/체육/공원,대형체육시설,37.17085663,127.065585
세도두레풍장전수관,전시/공연,전시/기념관,36.18843642,126.956121
세라기타문화관,전시/공연,전시/기념관,37.2912904,127.384597
세라믹랜드,전시/공연,전시/기념관,37.29424638,127.384943
세라지오CC,레저/체육/공원,대형레저시설,37.32902538,127.656093
세라핌,전시/공연,전시/기념관,37.78639344,126.699738
세레니티CC,레저/체육/공원,대형레저시설,36.5457272,127.390409
세리월드,문화관광/명소,관광지,33.24701674,126.512017
세명대학교민송아트홀2관,전시/공연,영화/연극/공연,37.58398159,127.002065
세미원연꽃박물관,전시/공연,전시/기념관,37.54093866,127.323961
세미콘코리아,전시/공연,전시/기념관,37.51182391,127.059159
세븐럭용산카지노(2023년1월예정),레저/체육/공원,대형레저시설,37.53216815,126.960884
세븐럭카지노,레저/체육/공원,대형레저시설,35.15678998,129.056416
세븐럭카지노,레저/체육/공원,대형레저시설,37.51201518,127.05754
세븐럭카지노,레저/체육/공원,대형레저시설,37.55545508,126.9755
세븐밸리CC,레저/체육/공원,대형레저시설,36.01526614,128.465119
세성산성,문화관광/명소,명승지,36.75464372,127.257681
세실극장,전시/공연,영화/연극/공연,37.56672262,126.976533
세심대,문화관광/명소,관광지,35.91116111,127.777189
세심자연휴양림,문화관광/명소,관광지,35.51426204,127.240078
세아수목원휴양림,문화관광/명소,관광지,36.03340992,128.435359
세아평미술관,전시/공연,전시/기념관,36.79285442,126.538696
세연정,문화관광/명소,관광지,34.16247899,126.555944
세영씨앤유더레인지,레저/체육/공원,대형체육시설,37.5102359,127.020819
세우아트센터,전시/공연,영화/연극/공연,37.58194665,127.003984
세운전자박물관,전시/공연,전시/기념관,37.56928143,126.99524
세이레아트센터,전시/공연,영화/연극/공연,33.4991288,126.515977
세이레아트센터,전시/공연,영화/연극/공연,33.48550625,126.496134
세이브존울산점세이브아트홀,전시/공연,영화/연극/공연,35.54808029,129.324603
세이지우드,레저/체육/공원,대형레저시설,34.71391385,127.725536
세이지우드CC,레저/체육/공원,대형레저시설,37.8859653,128.118671
세인트포CC,레저/체육/공원,대형레저시설,33.52054787,126.738608
세일아트홀,전시/공연,영화/연극/공연,37.4972385,127.039064
세일화방,전시/공연,전시/기념관,37.55359968,126.92751
세일CC,레저/체육/공원,대형레저시설,37.02096482,127.674762
세자매하우스,전시/공연,전시/기념관,37.78720499,126.700683
세종1야구장,레저/체육/공원,대형체육시설,36.55944932,127.299222
세종공룡월드,문화관광/명소,관광지,36.4864204,127.261966
세종국악당,전시/공연,영화/연극/공연,37.29692248,127.625227
세종대왕기념관,전시/공연,전시/기념관,37.59099289,127.042703
