시설명,카테고리1,카테고리2,위도,경도
001스테이지,전시/공연,영화/연극/공연,37.58153269,127.002336
05스튜디오,전시/공연,전시/기념관,37.78641343,126.698359
072골프훈련소,레저/체육/공원,대형체육시설,37.39403098,126.976543
1004섬수석미술관,전시/공연,전시/기념관,34.8800925,125.996874
123GC,레저/체육/공원,대형레저시설,37.64140522,126.903049
148아트스퀘어,전시/공연,영화/연극/공연,36.80700113,128.616142
153가족캠프,문화관광/명소,관광지,37.42870998,126.991199
168아트스퀘어,전시/공연,전시/기념관,36.97189318,127.933612
1987박종철기념관,전시/공연,전시/기념관,37.46938355,126.938152
1박2일 녹수다리 유원지,문화관광/명소,관광지,37.76365653,127.392225
1MSPACE,전시/공연,영화/연극/공연,37.55760078,126.938198
2.28민주운동기념회관,전시/공연,전시/기념관,35.85840431,128.590354
2001아울렛 구로 어린이 소극장,전시/공연,영화/연극/공연,37.49807255,126.862677
2012농어촌산업박람회,전시/공연,전시/기념관,37.66893348,126.745803
2012명품병원의료관광전시회,전시/공연,전시/기념관,37.66469545,126.742064
2012여수세계박람회재단,전시/공연,전시/기념관,34.75218956,127.746501
24시골프,레저/체육/공원,대형체육시설,37.44850127,126.787247
29아트,전시/공연,전시/기념관,37.5535257,127.194669
3.15국립묘지,전시/공연,전시/기념관,35.25266875,128.587535
3.15아트센터,전시/공연,영화/연극/공연,35.22581853,128.577106
3.15의거발원지기념관,전시/공연,전시/기념관,35.20709,128.577275
3.1순국기념관,전시/공연,전시/기념관,37.12630809,126.891596
3.1운동기념관,전시/공연,전시/기념관,37.06278466,127.175295
3.1의거기념관,전시/공연,전시/기념관,36.25369793,129.355422
30CUBE아쿠아,문화관광/명소,관광지,35.86736822,129.214133
313아트프로젝트,전시/공연,전시/기념관,37.59501819,126.989272
360도CC,레저/체육/공원,대형레저시설,37.30257197,127.739319
365계단,문화관광/명소,관광지,35.36445864,126.396027
365세이프타운,문화관광/명소,관광지,37.1025746,129.025226
38문화예술창작소,전시/공연,영화/연극/공연,38.01616895,127.217375
3D공룡체험박물관,전시/공연,전시/기념관,37.70844017,126.685174
3D과학체험관,전시/공연,전시/기념관,35.38987046,129.155758
3D블랙아트,전시/공연,전시/기념관,37.547246,127.078304
3RDMUSEUM,전시/공연,전시/기념관,37.55163429,126.919113
4.16기억전시관,전시/공연,전시/기념관,37.32516183,126.821402
4.19국립묘지4.19기념관,전시/공연,전시/기념관,37.64839067,127.009071
4.19혁명기념회관,전시/공연,전시/기념관,37.56744493,126.967694
40계단거리,문화관광/명소,관광지,35.10338417,129.035636
40계단문화관,전시/공연,전시/기념관,35.10500721,129.03448
4차산업혁명체험센터,전시/공연,전시/기념관,37.55467447,127.04049
4D무비카광주지사,문화관광/명소,관광지,37.42818857,127.237393
4EST수목원,문화관광/명소,관광지,34.45491283,126.596928
5.18기념공원,레저/체육/공원,공원,35.15574851,126.858584
5.18기념문화센터,전시/공연,영화/연극/공연,35.15830536,126.857556
5.18기념문화회관민주홀,전시/공연,영화/연극/공연,35.15830536,126.857556
5.18민주화운동기록관,전시/공연,전시/기념관,35.14956323,126.916756
5.18역사문화기록관,전시/공연,전시/기념관,35.14835809,126.91873
55아트센터,전시/공연,전시/기념관,34.87622164,126.517796
5월5일공방,전시/공연,영화/연극/공연,37.67271123,126.700633
6.25전쟁납북자기념관,전시/공연,전시/기념관,37.88897896,126.743209
6.25전쟁체험전시관,전시/공연,전시/기념관,38.58407952,128.373679
63빌딩63스카이아트미술관,전시/공연,전시/기념관,37.51966416,126.939909
63빌딩한화아쿠아플라넷,문화관광/명소,관광지,37.51966416,126.939909
6전단항공역사관,전시/공연,전시/기념관,35.99470352,129.412613
777레지던스,전시/공연,전시/기념관,37.72426086,126.948172
77수족관,문화관광/명소,관광지,36.02960372,129.367037
7PICTURES,전시/공연,전시/기념관,37.56566354,126.927005
88CC,레저/체육/공원,대형레저시설,37.30673267,127.160462
9.81파크,문화관광/명소,관광지,33.39003694,126.366509
93뮤지엄,전시/공연,전시/기념관,37.78979276,126.696331
가경골프랜드,레저/체육/공원,대형체육시설,36.62599603,127.435186
가계해수욕장,문화관광/명소,관광지,34.44637135,126.351805
가나1아뜰리에,전시/공연,전시/기념관,37.72666259,126.950087
가나미디어,전시/공연,영화/연극/공연,37.57292514,127.00162
가나아트,전시/공연,전시/기념관,37.57499572,126.983939
가나아트,전시/공연,전시/기념관,37.61224471,126.975182
가나아트파크,전시/공연,영화/연극/공연,37.72583554,126.949332
가나엔터프라이즈,전시/공연,전시/기념관,35.15071637,126.83543
가는게해수욕장,문화관광/명소,관광지,34.68778767,125.929008
가든골프,레저/체육/공원,대형체육시설,37.30998467,127.91612
가든스테이지,전시/공연,영화/연극/공연,35.19606181,129.213207
가람누리문화공원,레저/체육/공원,공원,38.07855269,127.213971
가람리조트사계절썰매장,레저/체육/공원,대형레저시설,37.83640294,128.018378
가람문학관,전시/공연,전시/기념관,36.03531462,127.084481
가람신작,전시/공연,영화/연극/공연,36.63659967,127.493922
가람아트홀,전시/공연,영화/연극/공연,35.12771884,129.092786
가람유원지,문화관광/명소,관광지,37.96499735,127.432902
가람화랑,전시/공연,전시/기념관,37.57428279,126.985614
가리산자연휴양림,문화관광/명소,관광지,37.86589954,127.998813
가리역터,문화관광/명소,관광지,35.13223646,126.493184
가마골소극장,전시/공연,영화/연극/공연,35.18835625,129.076123
가마기산성,문화관광/명소,명승지,36.73478576,127.575417
가마미해수욕장,문화관광/명소,관광지,35.40356865,126.415154
가마섬,문화관광/명소,관광지,37.18829938,127.684176
가마터갤러리,전시/공연,전시/기념관,37.60429952,127.393174
가마해안도로,문화관광/명소,관광지,33.30450761,126.810597
가막유원지,문화관광/명소,관광지,35.806548,127.515969
가배량성,문화관광/명소,명승지,34.78167689,128.571558
가사동백숲해변,문화관광/명소,관광지,34.41311053,126.952414
가산골프,레저/체육/공원,대형체육시설,36.1014487,128.511674
가산골프랜드,레저/체육/공원,대형레저시설,35.33280206,126.947587
가산박물관,전시/공연,전시/기념관,36.40466701,127.621897
가산산성,문화관광/명소,명승지,36.03477653,128.583024
가산산성대궐터,문화관광/명소,관광지,35.54748329,128.508108
가산수변공원,레저/체육/공원,공원,35.29501228,129.017836
가산오광대전수교육관,전시/공연,전시/기념관,35.08460555,128.040264
가산팜스테이,문화관광/명소,관광지,35.13022653,126.676577
가산화랑,전시/공연,전시/기념관,37.34355388,127.127438
가섭산테마공원(2023년1월예정),문화관광/명소,관광지,36.9596435,127.705664
가세해수욕장,문화관광/명소,관광지,37.53260054,129.097327
가스펠재즈,전시/공연,영화/연극/공연,37.49998194,127.039705
가슴,전시/공연,전시/기념관,37.78890931,126.695294
가시리문화센터,전시/공연,영화/연극/공연,33.35360912,126.770882
가시리창작지원센터,전시/공연,영화/연극/공연,33.35275982,126.765437
가시창작소,전시/공연,전시/기념관,37.78106403,126.713987
가야공원유원지,문화관광/명소,관광지,35.14609828,129.028145
가야극장,전시/공연,영화/연극/공연,37.56497574,126.959222
가야랜드,문화관광/명소,관광지,35.25817158,128.902435
가야랜드눈썰매장,레저/체육/공원,대형레저시설,35.25817158,128.902435
가야박물관,전시/공연,전시/기념관,35.83676137,128.54342
가야산국립공원,레저/체육/공원,공원,35.80263958,128.096881
가야역사문화센터(2023년9월예정),전시/공연,전시/기념관,35.17929234,128.798741
가야퍼블릭CC,레저/체육/공원,대형레저시설,35.27066419,128.892224
가얏고체험관,문화관광/명소,관광지,35.7417615,128.260928
가양레포츠센터축구장,레저/체육/공원,대형체육시설,37.55996013,126.86556
가야CC,레저/체육/공원,대형레저시설,35.28114514,128.895838
가온스테이지,전시/공연,영화/연극/공연,37.5531083,126.917526
가온아트홀,전시/공연,영화/연극/공연,35.13820831,129.064915
가원미술관,전시/공연,전시/기념관,37.42397285,126.999203
가은역꼬마열차,문화관광/명소,관광지,36.64952139,128.060485
가음아트홀,전시/공연,영화/연극/공연,35.209418,128.688789
가의암,문화관광/명소,관광지,35.95671665,127.760964
가이아갤러리,전시/공연,전시/기념관,37.5751462,126.983386
가일미술관,전시/공연,전시/기념관,37.66041649,127.379434
가족농원유원지,문화관광/명소,관광지,37.85181598,127.379368
가족사랑전람,전시/공연,전시/기념관,37.59166254,127.014818
가좌골프스쿨,레저/체육/공원,대형체육시설,37.49572958,126.686057
가좌배드민턴경기장,레저/체육/공원,대형체육시설,37.68619822,126.721681
가지산도립공원,레저/체육/공원,공원,35.61743497,128.980784
가진해수욕장,문화관광/명소,관광지,38.36604776,128.496529
가천박물관,전시/공연,전시/기념관,37.41847997,126.657603
가코마린,레저/체육/공원,대형레저시설,37.60948977,126.784052
가톨릭갤러리현,전시/공연,전시/기념관,35.1502428,126.86849
가톨릭관동대학교강릉캠퍼스박물관,전시/공연,전시/기념관,37.73732878,128.873705
가톨릭대학교박물관,전시/공연,전시/기념관,37.58490098,127.004771
가톨릭목포성지역사박물관,전시/공연,전시/기념관,34.80058309,126.385437
가톨릭문화관,전시/공연,영화/연극/공연,35.85131973,128.590969
가톨릭문화원,전시/공연,영화/연극/공연,35.20830896,128.577321
가톨릭소극장,전시/공연,영화/연극/공연,35.10435395,129.028573
가톨릭영상체험캠프,문화관광/명소,관광지,37.40783152,127.748203
가평공설운동장,레저/체육/공원,대형체육시설,37.82543108,127.506125
가평군목공예영농조합전시관,전시/공연,전시/기념관,37.8158679,127.498129
가평레일파크,문화관광/명소,관광지,37.82897059,127.515854
가평리틀야구장,레저/체육/공원,대형체육시설,37.8246218,127.504414
가평무브베이스볼파크,레저/체육/공원,대형체육시설,37.67733452,127.483826
가평문화창작공간,전시/공연,영화/연극/공연,37.82188739,127.506334
가평미술관,전시/공연,전시/기념관,37.7869614,127.45473
가평베네스트GC,레저/체육/공원,대형레저시설,37.7971308,127.305446
가평별빛누리글램핑,문화관광/명소,관광지,37.75386146,127.4064
가평수목원,문화관광/명소,관광지,37.78376769,127.322918
가평썰매장,레저/체육/공원,대형레저시설,37.75548501,127.402402
가평종합운동장,전시/공연,영화/연극/공연,37.82543108,127.506125
가평탑랜드번지점프대,레저/체육/공원,대형레저시설,37.80604214,127.526029
가평현암농경유물박물관,전시/공연,전시/기념관,37.87934605,127.548121
가회민화박물관,전시/공연,전시/기념관,37.58150935,126.985229
각산산성,문화관광/명소,명승지,34.94417761,128.05344
각산재,문화관광/명소,관광지,35.60856825,128.841207
간동종합운동장,레저/체육/공원,대형체육시설,38.05713589,127.800795
간동종합운동장축구장,레저/체육/공원,대형체육시설,38.05713589,127.800795
간동종합운동장풋살장,레저/체육/공원,대형체육시설,38.05716262,127.801432
간드락게스트하우스,전시/공연,영화/연극/공연,33.48528887,126.543974
간송미술관,전시/공연,전시/기념관,37.59446244,126.996239
간송미술관,전시/공연,전시/기념관,37.56804459,127.01089
간송박물관,전시/공연,전시/기념관,37.59446244,126.996239
간월자연휴양림,문화관광/명소,관광지,35.5670949,129.056041
간절곶,문화관광/명소,관광지,35.35976614,129.361543
간절곶스포츠파크,문화관광/명소,관광지,35.37130892,129.336479
간현관광지,문화관광/명소,관광지,37.36520089,127.832401
갈곡들소리보존회,전시/공연,전시/기념관,34.91880668,126.680824
갈골한과체험전시관,전시/공연,전시/기념관,37.81231804,128.830532
갈라산산림욕장,문화관광/명소,관광지,36.50159719,128.752766
갈매동도당굿전수관,전시/공연,전시/기념관,37.62619191,127.118556
갈모봉산림욕장,문화관광/명소,관광지,34.9700372,128.269889
갈목해수욕장,문화관광/명소,관광지,36.07687947,126.632769
갈미도예공방,전시/공연,영화/연극/공연,37.52130379,127.162508
갈산도예전시장,전시/공연,전시/기념관,37.31984595,127.650144
갈색마을녹색농촌체험장,문화관광/명소,관광지,35.36206081,127.987635
갈음이해수욕장,문화관광/명소,관광지,36.67870342,126.156894
갈전운동장,레저/체육/공원,대형체육시설,35.36682537,128.680561
갈천리마을관리휴양지,문화관광/명소,관광지,37.90904883,128.502883
갈현성,문화관광/명소,명승지,36.33446868,127.469319
갈현체육공원,레저/체육/공원,공원,37.57738695,126.730468
감곡CC,레저/체육/공원,대형레저시설,37.12486857,127.696716
감골시민홀감골운동장,레저/체육/공원,대형체육시설,37.29336791,126.855365
감리교신학대학교역사박물관,전시/공연,전시/기념관,37.56791676,126.961892
감만창의문화촌,전시/공연,전시/기념관,35.11844574,129.081328
감성갱도2020,전시/공연,영화/연극/공연,35.6340577,129.351888
감악산유원지,문화관광/명소,관광지,37.93841476,126.947316
감자꽃스튜디오,전시/공연,전시/기념관,37.36879404,128.438822
감자바위유원지,문화관광/명소,관광지,38.08001697,127.468809
감지해변,문화관광/명소,관광지,35.07774842,129.071639
감천계곡유원지,문화관광/명소,관광지,35.19772853,128.507585
감천문화마을작은박물관,전시/공연,전시/기념관,35.09797021,129.010432
감추해수욕장,문화관광/명소,관광지,37.50564985,129.118374
감포깍지길5코스,문화관광/명소,관광지,35.81175632,129.47019
감포축구장,레저/체육/공원,대형체육시설,35.80215076,129.492552
갑을골권역영동조합법인체험마을,문화관광/명소,관광지,35.38182423,128.230451
갑재민속전시관,전시/공연,전시/기념관,34.65203482,127.312557
갑진모래해변,문화관광/명소,관광지,37.25636075,126.310961
갑천야구장,레저/체육/공원,대형체육시설,36.4420111,127.390258
갓바위관광지,문화관광/명소,관광지,35.97076609,128.728047
갓바위워터파크,레저/체육/공원,대형레저시설,35.96219925,128.769153
갓전시관,전시/공연,전시/기념관,33.43721075,126.670694
강감찬전시관,전시/공연,전시/기념관,37.47197208,126.959371
강강수월래전수관,전시/공연,전시/기념관,34.57264891,126.310144
강경덕유정,전시/공연,전시/기념관,36.1644729,127.018561
강경역사문화원,전시/공연,영화/연극/공연,36.16210518,127.015121
강경젓갈전시관,전시/공연,전시/기념관,36.15755625,127.009806
강구대게축구장,레저/체육/공원,대형체육시설,36.36298776,129.389958
강남300CC,레저/체육/공원,대형레저시설,37.3869502,127.182382
강남씨어터,전시/공연,영화/연극/공연,37.49537321,127.033284
강남아트홀,전시/공연,영화/연극/공연,37.50010872,127.024865
강남축구공원제1축구장,레저/체육/공원,대형체육시설,37.74174928,128.906248
강남축구공원제2축구장,레저/체육/공원,대형체육시설,37.74338165,128.90653
강남축구공원제3축구장,레저/체육/공원,대형체육시설,37.74338165,128.90653
강남카누클럽,레저/체육/공원,대형레저시설,37.5270468,127.079441
강남KPOP전용관,전시/공연,영화/연극/공연,37.5062489,127.066848
강동몽돌해수욕장,문화관광/명소,관광지,35.63171093,129.429028
강동아트센터,전시/공연,영화/연극/공연,37.55122046,127.157343
강동축구장,레저/체육/공원,대형체육시설,35.58978593,129.458191
강동허브단지,문화관광/명소,관광지,37.5364816,127.150962
강릉고려성,문화관광/명소,명승지,37.70797868,129.007615
강릉남대천체육공원리틀야구장,레저/체육/공원,대형체육시설,37.77037155,128.933381
강릉남대천체육공원축구장,레저/체육/공원,대형체육시설,37.77036206,128.929306
강릉농악전수교육관,전시/공연,전시/기념관,37.77367947,128.898418
강릉단오제전수교육관,전시/공연,영화/연극/공연,37.74820182,128.895041
강릉대공산성,문화관광/명소,명승지,37.75486047,128.771009
강릉사천요트장,레저/체육/공원,대형레저시설,37.83483808,128.875452
강릉선교장민속자료전시관,전시/공연,전시/기념관,37.7872994,128.884542
강릉선교장전통가구박물관,전시/공연,전시/기념관,37.84932552,128.788164
강릉선교장전통문화체험관,전시/공연,전시/기념관,37.7872994,128.884542
강릉솔향수목원,문화관광/명소,관광지,37.69786314,128.861714
강릉시립미술관,전시/공연,전시/기념관,37.76055167,128.890841
강릉시숲사랑홍보관,전시/공연,전시/기념관,37.81715301,128.851319
강릉시숲사랑홍보관영상체험관,전시/공연,전시/기념관,37.81715301,128.851319
강릉아트센터,전시/공연,영화/연극/공연,37.77164458,128.895401
강릉아트센터문화예술관,전시/공연,영화/연극/공연,37.77164458,128.895401
강릉올림픽뮤지엄,전시/공연,전시/기념관,37.77929798,128.897088
강릉올림픽파크,레저/체육/공원,대형체육시설,37.77868247,128.900021
강릉원주대학교강릉캠퍼스박물관,전시/공연,전시/기념관,37.76569493,128.870005
강릉임해자연휴양림,문화관광/명소,관광지,37.71856556,128.998545
강릉종합운동장,레저/체육/공원,대형체육시설,37.77367947,128.898418
강릉커피박물관,전시/공연,전시/기념관,37.65223553,128.784661
강릉통일공원,문화관광/명소,관광지,37.71840436,129.004494
강릉항요트마리나,레저/체육/공원,대형레저시설,37.77236822,128.951036
강림서당,문화관광/명소,관광지,35.70066064,128.919506
강문해수욕장,문화관광/명소,관광지,37.78964888,128.92123
강문화전시관,전시/공연,전시/기념관,36.56378393,128.304509
강민호야구장,레저/체육/공원,대형체육시설,35.30173083,128.989595
강변리틀야구장,레저/체육/공원,대형체육시설,35.90809689,128.587949
강변와인밸리,문화관광/명소,관광지,37.74347669,127.510626
강변유원지,문화관광/명소,관광지,37.29383569,127.663774
강변축구장,레저/체육/공원,대형체육시설,35.90809689,128.587949
강북공설운동장,레저/체육/공원,대형체육시설,37.87285253,128.834888
강북구민운동장,레저/체육/공원,대형체육시설,37.62942638,127.037989
강북구민운동장축구장,레저/체육/공원,대형체육시설,37.62942638,127.037989
강북문화예술회관,전시/공연,영화/연극/공연,37.64098979,127.013878
강북솔밭국악당,전시/공연,영화/연극/공연,37.65469703,127.012711
강산타일전시장,전시/공연,전시/기념관,35.8495526,128.616987
강서다목적운동장,레저/체육/공원,대형체육시설,35.19550632,128.966267
강서대,문화관광/명소,관광지,36.84828875,128.141103
강서문화원,전시/공연,영화/연극/공연,37.5446931,126.843755
강서천문우주과학관(2022년10월예정),전시/공연,전시/기념관,37.58087532,126.814464
강서체육공원,레저/체육/공원,공원,35.21095917,128.972212
강서체육공원양궁경기장,레저/체육/공원,대형체육시설,35.21095917,128.972212
강서체육공원축구장,레저/체육/공원,대형체육시설,35.21095917,128.972212
강서체육공원하키경기장,레저/체육/공원,대형체육시설,35.21095917,128.972212
강서하나로마트문화센터,전시/공연,영화/연극/공연,37.57679087,126.812197
강서한강공원,레저/체육/공원,공원,37.5867642,126.817173
강선달미감쾌청문화센터,문화관광/명소,관광지,35.44292612,126.440197
강씨봉자연휴양림,문화관광/명소,관광지,37.96989302,127.408329
강암서예관,전시/공연,전시/기념관,35.81128084,127.152475
강암서예학술재단,전시/공연,전시/기념관,35.81127063,127.152705
강욱순골프아카데미,레저/체육/공원,대형체육시설,37.29451294,126.790337
강원교육과학정보제2수리과학정보체험센터,전시/공연,전시/기념관,37.87126029,127.73933
강원국악예술회관,전시/공연,영화/연극/공연,37.87224853,127.701428
강원농원전시관,전시/공연,전시/기념관,37.91814629,127.004679
강원대학교춘천캠퍼스중앙박물관,전시/공연,전시/기념관,37.86802431,127.748387
강원도농산물원종장동산별관,전시/공연,전시/기념관,37.74071322,127.796989
강원도립화목원,문화관광/명소,관광지,37.92264687,127.72516
강원도산림박물관,전시/공연,전시/기념관,37.92264687,127.72516
강원도요트협회,레저/체육/공원,대형레저시설,38.07688762,128.674776
강원랜드,문화관광/명소,관광지,37.21187405,128.821454
강원랜드카지노,레저/체육/공원,대형레저시설,37.21187405,128.821454
강원숲체험장,문화관광/명소,관광지,37.96051638,127.638742
강원시청자미디어센터,전시/공연,전시/기념관,37.89497269,127.692576
강원정글대탐험,문화관광/명소,관광지,37.44576873,127.850219
강원종합박물관,전시/공연,전시/기념관,37.35140608,129.084144
강원효문화원,전시/공연,영화/연극/공연,37.15196627,128.44089
강원FC홈구장,레저/체육/공원,대형체육시설,37.33684809,127.943672
강이네집,전시/공연,전시/기념관,37.78659235,126.70012
강정마을미술관,전시/공연,전시/기념관,33.23704228,126.480144
강진문화원,전시/공연,영화/연극/공연,34.63817527,126.770499
강진미술관,전시/공연,전시/기념관,34.6439669,126.768594
강진베이스볼파크,레저/체육/공원,대형체육시설,34.55732671,126.765903
강진종합운동장,레저/체육/공원,대형체육시설,34.64527283,126.781307
강진종합운동장다산구장,레저/체육/공원,대형체육시설,34.64756385,126.78032
강진종합운동장영랑구장,레저/체육/공원,대형체육시설,34.64756385,126.78032
강진종합운동장청자구장,레저/체육/공원,대형체육시설,34.64756385,126.78032
강진종합운동장하멜구장,레저/체육/공원,대형체육시설,34.6447789,126.781088
강진커뮤니티센터,전시/공연,영화/연극/공연,34.64079075,126.774978
강창학종합경기장,레저/체육/공원,대형체육시설,33.25987408,126.501775
강창학파크골프장,레저/체육/공원,대형레저시설,33.25732859,126.499704
강천산군립공원,레저/체육/공원,공원,35.4018691,127.052119
강천섬유원지,문화관광/명소,관광지,37.23474348,127.707936
강촌랜드,문화관광/명소,관광지,37.81148102,127.635301
강촌유원지,문화관광/명소,관광지,37.81300715,127.634712
강촌출렁다리공원,레저/체육/공원,공원,37.81355772,127.635797
강촌테마랜드,문화관광/명소,관광지,37.81487565,127.634155
강풀만화거리,문화관광/명소,관광지,37.536231,127.130334
강화공설운동장,레저/체육/공원,대형체육시설,37.74536636,126.474573
강화군노인문화센터,전시/공연,영화/연극/공연,37.6425401,126.487185
강화군밀리터리테마파크(2023년1월예정),문화관광/명소,관광지,37.75318918,126.515905
강화로얄워터파크,레저/체육/공원,대형레저시설,37.62479014,126.487371
강화문예회관,전시/공연,영화/연극/공연,37.74536636,126.474573
강화문학관,전시/공연,전시/기념관,37.74955128,126.485574
강화문화예술원,전시/공연,전시/기념관,37.62741392,126.44623
강화문화원,전시/공연,전시/기념관,37.74254964,126.487973
강화산성,문화관광/명소,명승지,37.7565569,126.484121
강화산성남문,문화관광/명소,명승지,37.74399089,126.487264
강화산성동문,문화관광/명소,명승지,37.74881553,126.490275
강화산성북문,문화관광/명소,명승지,37.75485428,126.482376
강화산성서문,문화관광/명소,명승지,37.7479877,126.476924
강화성박물관,전시/공연,전시/기념관,37.63389414,126.424995
강화씨사이드리조트루지,문화관광/명소,관광지,37.61712205,126.498115
강화역사박물관,전시/공연,전시/기념관,37.77371034,126.435338
강화웰빙CC,레저/체육/공원,대형레저시설,37.60358599,126.514548
강화자연사박물관,전시/공연,전시/기념관,37.77459527,126.434721
강화작은영화관,전시/공연,영화/연극/공연,37.74536636,126.474573
강화전성,문화관광/명소,명승지,37.68811467,126.502541
강화전쟁박물관,전시/공연,전시/기념관,37.73357906,126.515997
강화화문석문화관,전시/공연,전시/기념관,37.79571134,126.454778
개구리생태공원생태관,문화관광/명소,관광지,35.32512152,127.006696
개군레포츠공원,레저/체육/공원,공원,37.43277374,127.531353
개군복합운동장,레저/체육/공원,대형체육시설,37.43268361,127.533221
개랭이테마관,문화관광/명소,관광지,34.88617697,127.385031
개미들마을개미들계곡체험장,문화관광/명소,관광지,37.31307105,128.72444
개발협력역사관,전시/공연,전시/기념관,37.419619,127.098501
개야유원지,문화관광/명소,관광지,37.68774932,127.641295
개운산유아숲체험장,문화관광/명소,관광지,37.59720671,127.025777
개울옆에서,전시/공연,전시/기념관,37.78785879,126.697811
개웅산유아숲체험원,문화관광/명소,관광지,37.4869062,126.847126
객주문학관,전시/공연,전시/기념관,36.52344004,129.039825
갤러리27,전시/공연,전시/기념관,37.37947065,126.981822
갤러리291,전시/공연,전시/기념관,37.58079919,126.966024
갤러리2중선농원,전시/공연,전시/기념관,33.47816475,126.570247
갤러리관악,전시/공연,전시/기념관,37.47821067,126.951501
갤러리나무,전시/공연,전시/기념관,37.3982308,126.672159
갤러리다솜,전시/공연,전시/기념관,37.3982308,126.672159
갤러리담,전시/공연,전시/기념관,37.57908049,126.983441
갤러리두들,전시/공연,전시/기념관,37.51385583,126.89543
갤러리두인,전시/공연,전시/기념관,37.49955481,127.03934
갤러리마레,전시/공연,전시/기념관,35.16171473,129.130266
갤러리메르헨,전시/공연,전시/기념관,36.38505751,127.380271
갤러리미,전시/공연,전시/기념관,37.52525477,127.047232
갤러리벽적골,전시/공연,영화/연극/공연,37.25195531,127.059743
갤러리브레송,전시/공연,전시/기념관,37.56142712,126.989953
갤러리세줄,전시/공연,전시/기념관,37.6134223,126.975145
갤러리소극장,전시/공연,영화/연극/공연,35.83600162,127.135021
갤러리스칸디아,전시/공연,전시/기념관,37.56772646,127.005485
갤러리시선,전시/공연,전시/기념관,35.10738121,129.021981
갤러리아장,전시/공연,전시/기념관,36.8017188,127.120077
갤러리아트플러스,전시/공연,전시/기념관,37.57320429,126.987034
갤러리연,전시/공연,전시/기념관,36.38466181,127.308046
갤러리예당,전시/공연,전시/기념관,35.23582722,128.588411
갤러리예온,전시/공연,영화/연극/공연,37.68277074,126.751924
갤러리오늘,전시/공연,전시/기념관,35.86027295,128.598471
갤러리원,전시/공연,전시/기념관,37.52751645,127.045901
갤러리이배,전시/공연,전시/기념관,35.15975458,129.174626
갤러리인사아트,전시/공연,전시/기념관,37.57486032,126.984086
갤러리자인제노,전시/공연,전시/기념관,37.57963328,126.972136
갤러리청애,전시/공연,영화/연극/공연,35.86813283,128.633128
갤러리탐아트샵,전시/공연,전시/기념관,37.26417795,126.997294
갤러리품,전시/공연,전시/기념관,37.56757579,126.969176
갤러리한길,전시/공연,전시/기념관,37.79052822,126.700734
갤러리화이트블럭,전시/공연,전시/기념관,37.78889328,126.699402
갤러리C,전시/공연,전시/기념관,36.35903512,127.387192
갤러리K,전시/공연,전시/기념관,37.5511821,126.98765
갤러리LVS,전시/공연,전시/기념관,37.52209649,127.027229
갤러리MOA,전시/공연,전시/기념관,37.7876955,126.70023
갤러리P1,전시/공연,전시/기념관,35.57946295,129.338069
갤러리W가회,전시/공연,전시/기념관,37.58263973,126.984467
갤럭시아트랙맨송도,레저/체육/공원,대형체육시설,37.37032328,126.64631
갯골생태공원해수체험장,문화관광/명소,관광지,37.38979099,126.781255
갯골자연휴양림,문화관광/명소,관광지,38.08651301,128.124225
갯들소리마을체험관,문화관광/명소,관광지,34.49920008,126.745828
갯마을해수욕장,문화관광/명소,관광지,37.94931083,128.77788
갯벌체험관,문화관광/명소,관광지,34.41333356,126.64316
거가대교홍보전시관,전시/공연,전시/기념관,34.88470062,128.478762
거기애사과마을,문화관광/명소,관광지,35.75614198,127.941454
거두리축구장,레저/체육/공원,대형체육시설,37.8645375,127.781872
거로마을운동장,레저/체육/공원,대형체육시설,33.50979339,126.565426
거리고마을도농교류센터,문화관광/명소,관광지,36.88273227,129.276067
거림내캠핑하우스,문화관광/명소,관광지,37.96867122,127.459489
거목문화,전시/공연,영화/연극/공연,34.96914076,128.334057
거문도뱃노래전수관,전시/공연,영화/연극/공연,34.0522722,127.293918
거문도인어해양공원,문화관광/명소,관광지,34.06194904,127.294017
거문도해수욕장,문화관광/명소,관광지,34.0187048,127.300028
거문리체험관,문화관광/명소,관광지,37.60310136,128.531583
거북선전시관,전시/공연,전시/기념관,34.94158379,127.875069
거북이마을의맛과멋,문화관광/명소,관광지,36.56760565,126.605252
거북이학교,문화관광/명소,관광지,36.68813197,127.627047
거성도예전시장,전시/공연,전시/기념관,37.30693367,127.645131
거성유통전국도자기종합전시관,전시/공연,전시/기념관,37.30658998,127.64499
거열산성,문화관광/명소,명승지,35.70172696,127.878965
거열산성군립공원,레저/체육/공원,공원,35.69289939,127.878615
거제문화예술회관,전시/공연,영화/연극/공연,34.86717837,128.723358
거제민속박물관,전시/공연,전시/기념관,34.95011436,128.677436
거제박물관,전시/공연,전시/기념관,34.89403977,128.686211
거제뷰CC,레저/체육/공원,대형레저시설,34.88107442,128.590615
거제스포츠파크,레저/체육/공원,대형체육시설,34.8518556,128.581534
거제시공설운동장,레저/체육/공원,대형체육시설,34.88296388,128.61836
거제시립박물관(2024년예정),전시/공연,전시/기념관,34.85245719,128.517037
거제시문화예술창작촌,문화관광/명소,관광지,35.01184713,128.68524
거제시요트장,레저/체육/공원,대형레저시설,34.89865029,128.571911
거제시청소년수련관공연장,전시/공연,영화/연극/공연,34.88480049,128.618889
거제식물원,문화관광/명소,관광지,34.85682322,128.5781
